English,Vietnamese,POS,English Sentence,Vietnamese Sentence,English example,Vietnamese example,English source URL,Vietnamese source URL
subspecies,phân loài,n,"  The Bengal tiger (*Panthera tigris tigris*) is a subspecies of the tiger (*Panthera tigris*), distinguished by its specific geographic range and certain morphological characteristics. ","  Hổ Bengal (*Panthera tigris tigris*) là một phân loài của hổ (*Panthera tigris*), được phân biệt bởi phạm vi địa lý cụ thể và một số đặc điểm hình thái nhất định.",UNOBSERVED,UNOBSERVED,,
biotics,tính năng học sinh vật,,  Biotics is the science of the qualities and functions of living organisms.  ,  Tính năng học sinh vật là khoa học về các phẩm chất và chức năng của các sinh vật sống.,UNOBSERVED,UNOBSERVED,,
ulcerative,bị loét,a," The patient presented with an ulcerative lesion on the lower leg, which upon biopsy was diagnosed as a squamous cell carcinoma. "," Bệnh nhân có một tổn thương bị loét ở cẳng chân, sau khi sinh thiết được chẩn đoán là ung thư biểu mô tế bào vảy.",UNOBSERVED,UNOBSERVED,,
amuck,hoang tưởng giết người,n,"The patient experienced a brief psychotic episode, running amuck in the hospital corridor before being subdued.","Bệnh nhân trải qua một giai đoạn loạn thần ngắn, chạy hoang tưởng giết người trong hành lang bệnh viện trước khi bị khuất phục.",UNOBSERVED,UNOBSERVED,,
vasopressor reflex,phản xạ tăng huyết áp,n," The baroreceptor reflex is a critical vasopressor reflex that helps maintain blood pressure homeostasis; a drop in blood pressure stimulates baroreceptors, leading to increased sympathetic outflow, vasoconstriction, and an increase in heart rate and contractility. "," Phản xạ thụ thể áp lực là một phản xạ tăng huyết áp quan trọng giúp duy trì cân bằng nội môi huyết áp; sự sụt giảm huyết áp kích thích các thụ thể áp lực, dẫn đến tăng dòng chảy giao cảm, co mạch, và tăng nhịp tim và sức co bóp.",UNOBSERVED,UNOBSERVED,,
dissector,dụng cụ phẫu tích,n," A blunt dissector, such as a Kittner or a Maryland, is a surgical instrument used to gently separate tissues along natural planes, minimizing bleeding and tissue damage. "," Một dụng cụ phẫu tích tù, chẳng hạn như Kittner hoặc Maryland, là một dụng cụ phẫu thuật được sử dụng để tách nhẹ nhàng các mô dọc theo các mặt phẳng tự nhiên, giảm thiểu chảy máu và tổn thương mô.",UNOBSERVED,UNOBSERVED,,
crepitant,lép bép,a, The fire made a crepitant sound as it burned. , Ngọn lửa tạo ra một âm thanh lép bép khi nó cháy.,UNOBSERVED,UNOBSERVED,,
solarization,phơi nắng,n,  Controlled solarization using ultraviolet light can be a treatment for certain skin conditions like psoriasis.  ,  Việc phơi nắng có kiểm soát bằng tia cực tím có thể là một phương pháp điều trị cho một số tình trạng da như bệnh vẩy nến.,UNOBSERVED,UNOBSERVED,,
tridactylous,ba ngón,a," A tridactylous limb, meaning one possessing only three fingers or toes, represents a congenital malformation that can vary in its functional impact depending on which digits are present and their individual morphology. "," Một chi ba ngón (tridactylous), nghĩa là một chi chỉ có ba ngón tay hoặc ngón chân, đại diện cho một dị tật bẩm sinh có thể khác nhau về tác động chức năng tùy thuộc vào ngón nào hiện diện và hình thái riêng của chúng.",UNOBSERVED,UNOBSERVED,,
aceteugenol,dầu đinh hương,n, Aceteugenol is a derivative of eugenol. , Dầu đinh hương là một dẫn xuất của eugenol.,UNOBSERVED,UNOBSERVED,,
acromphalus,trung tâm rốn,n, The acromphalus marks the point where the umbilical cord was attached during fetal development. ,Trung tâm rốn đánh dấu điểm mà dây rốn đã gắn vào trong quá trình phát triển của thai nhi.,UNOBSERVED,UNOBSERVED,,
biometrician,thống kê học sinh vật,n, The biometrician applied sophisticated statistical models to analyze the survival data from the cancer treatment trial. , Nhà thống kê học sinh vật đã áp dụng các mô hình thống kê phức tạp để phân tích dữ liệu sống còn từ thử nghiệm điều trị ung thư.,UNOBSERVED,UNOBSERVED,,
CAGE questionnaire,phiếu hỏi CAGE,n, The CAGE questionnaire is a screening tool for alcohol problems. , Phiếu hỏi CAGE là một công cụ sàng lọc các vấn đề về rượu.,UNOBSERVED,UNOBSERVED,,
recapitulation,thâu tóm,n,  The theory of recapitulation suggests that an organism's embryonic development repeats its evolutionary history.  ,  Lý thuyết thâu tóm cho rằng sự phát triển phôi thai của một sinh vật lặp lại lịch sử tiến hóa của nó.,UNOBSERVED,UNOBSERVED,,
microchemical,hóa học vi lượng,, Microchemical analysis allows for the identification of substances in very small samples. , Phân tích hóa học vi lượng cho phép xác định các chất trong các mẫu rất nhỏ.,UNOBSERVED,UNOBSERVED,,
sulcus for superior petrosal sinus,rãnh cho xoang đá trên,n,"  The sulcus for superior petrosal sinus runs along the crest of the petrous part of the temporal bone, lodging the superior petrosal sinus. ","  Rãnh cho xoang đá trên chạy dọc theo mào của phần đá xương thái dương, nơi chứa xoang đá trên.",UNOBSERVED,UNOBSERVED,,
premedical,dự bị y học,a,  He completed his premedical studies before applying to medical school.  ,  Anh ấy đã hoàn thành chương trình học dự bị y học trước khi nộp đơn vào trường y.,UNOBSERVED,UNOBSERVED,,
IHSS,bệnh cơ tim phì đại vô căn có hẹp dưới van động mạch chủ,n, IHSS (Idiopathic Hypertrophic Subaortic Stenosis) is an older term for hypertrophic obstructive cardiomyopathy. , Bệnh cơ tim phì đại vô căn có hẹp dưới van động mạch chủ (IHSS) là một thuật ngữ cũ hơn cho bệnh cơ tim phì đại tắc nghẽn.,UNOBSERVED,UNOBSERVED,,
trophont,giai đoạn sinh trưởng,n," In the life cycle of certain protozoan parasites like *Plasmodium falciparum*, the trophont or trophozoite stage is a metabolically active, feeding phase that occurs within the host's red blood cells, during which the parasite grows and replicates. "," Trong vòng đời của một số ký sinh trùng đơn bào như *Plasmodium falciparum*, giai đoạn sinh trưởng (trophont) hay thể tư dưỡng là giai đoạn hoạt động trao đổi chất, ăn uống xảy ra trong hồng cầu của vật chủ, trong đó ký sinh trùng phát triển và nhân lên.",UNOBSERVED,UNOBSERVED,,
phenogenetics,di truyền học ngoại hình,n,"  Phenogenetics, the branch of genetics that studies the relationship between an organism's genotype (its genetic makeup) and its phenotype (its observable characteristics), seeks to understand how genes are expressed and interact with the environment to produce specific traits. ","  Di truyền học ngoại hình, nhánh của di truyền học nghiên cứu mối quan hệ giữa kiểu gen (cấu trúc di truyền) và kiểu hình (các đặc điểm có thể quan sát được) của một sinh vật, tìm cách hiểu cách các gen được biểu hiện và tương tác với môi trường để tạo ra các tính trạng cụ thể.",UNOBSERVED,UNOBSERVED,,
Buerger disease,bệnh Buerger,,"  Buerger disease is a rare disease of the arteries and veins in the arms and legs, strongly associated with tobacco use.  ","  Bệnh Buerger là một bệnh hiếm gặp của các động mạch và tĩnh mạch ở cánh tay và chân, liên quan chặt chẽ đến việc sử dụng thuốc lá.",UNOBSERVED,UNOBSERVED,,
exposure,liều chiếu xạ,n," Radiologists and nuclear medicine technologists must meticulously monitor their occupational exposure to ionizing radiation, adhering to strict safety protocols and utilizing shielding devices to minimize potential health risks. "," Các bác sĩ X quang và kỹ thuật viên y học hạt nhân phải theo dõi tỉ mỉ liều chiếu xạ nghề nghiệp của họ đối với bức xạ ion hóa, tuân thủ các quy trình an toàn nghiêm ngặt và sử dụng các thiết bị che chắn để giảm thiểu rủi ro sức khỏe tiềm ẩn.",UNOBSERVED,UNOBSERVED,,
Granit loop,vòng Granit,n,  The Granit loop is a concept in neurophysiology referring to the gamma motor neuron loop influencing muscle spindle sensitivity.  ,  Vòng Granit là một khái niệm trong sinh lý thần kinh đề cập đến vòng lặp nơron vận động gamma ảnh hưởng đến độ nhạy của thoi cơ.,UNOBSERVED,UNOBSERVED,,
spermoloropexis,cố định thừng tinh,n,"  Spermoloropexis, a surgical procedure also known as orchiopexy or orchidopexy, involves the fixation of an undescended or maldescended testis within the scrotum to prevent torsion, preserve fertility, and reduce the risk of malignancy.  ","  Phẫu thuật cố định thừng tinh, một thủ thuật phẫu thuật còn được gọi là cố định tinh hoàn, liên quan đến việc cố định một tinh hoàn không xuống hoặc xuống không đúng vị trí vào trong bìu để ngăn ngừa xoắn, bảo tồn khả năng sinh sản và giảm nguy cơ ác tính.",UNOBSERVED,UNOBSERVED,,
obese,béo phị,a,  An obese individual has a body mass index (BMI) of 30 or higher.  ,  Một cá nhân béo phì có chỉ số khối cơ thể (BMI) từ 30 trở lên.,UNOBSERVED,UNOBSERVED,,
pincers,kẹp,n,  The dental assistant handed the dentist a pair of pincers to extract the tooth.  ,  Phụ tá nha khoa đã đưa cho nha sĩ một chiếc kẹp để nhổ răng.,UNOBSERVED,UNOBSERVED,,
excited atom,nguyên tử đã được ion hóa,n," An excited atom will eventually release its excess energy, often in the form of a photon, to return to its ground state, or it may become ionized if it gains sufficient additional energy. "," Một nguyên tử đã được ion hóa (nguyên tử ở trạng thái kích thích) cuối cùng sẽ giải phóng năng lượng dư thừa của nó, thường ở dạng photon, để trở về trạng thái cơ bản, hoặc nó có thể bị ion hóa nếu nhận đủ năng lượng bổ sung.",UNOBSERVED,UNOBSERVED,,
optimum,điều kiện tốt nhất,n,  The optimum temperature for enzyme activity varies depending on the specific enzyme. ,  Nhiệt độ điều kiện tốt nhất (optimum) cho hoạt động của enzyme thay đổi tùy thuộc vào enzyme cụ thể.,UNOBSERVED,UNOBSERVED,,
fibropapilloma,papilôm xơ,n," Histological examination of the excised lesion revealed features consistent with a fibropapilloma, showing acanthosis, papillomatosis, and a prominent dermal fibrous component, confirming its benign nature. ","Kiểm tra mô học của tổn thương được cắt bỏ cho thấy các đặc điểm phù hợp với một papilôm xơ , cho thấy sự tăng gai, tăng nhú và một thành phần xơ ở hạ bì nổi bật, xác nhận bản chất lành tính của nó.",UNOBSERVED,UNOBSERVED,,
canine rickettsiosis,bệnh rickettsia chó mèo,n, Canine rickettsiosis is a group of diseases in dogs caused by bacteria of the genus Rickettsia. , Bệnh rickettsia chó mèo là một nhóm bệnh ở chó do vi khuẩn thuộc chi Rickettsia gây ra.,UNOBSERVED,UNOBSERVED,,
operculum frontale,nắp trán,n,  The operculum frontale is the frontal part of the operculum covering the insula. ,  Nắp trán (operculum frontale) là phần trán của nắp não che phủ thùy đảo.,UNOBSERVED,UNOBSERVED,,
ostein ossein,"osein, keo xương",,"  Ostein, or ossein, is the collagen-rich organic matrix of bone before mineralization.  ","  Osein, keo xương là chất nền hữu cơ giàu collagen của xương trước khi khoáng hóa.",UNOBSERVED,UNOBSERVED,,
endomycosis,bệnh nấm endomyces,n,  Endomycosis is a fungal infection caused by fungi of the genus Endomyces.  ,  Bệnh nấm endomyces là một bệnh nhiễm nấm do nấm thuộc chi Endomyces gây ra.,UNOBSERVED,UNOBSERVED,,
lability,bất ổn định,n, Emotional lability is a common symptom in patients with certain neurological conditions. , Tính bất ổn định về cảm xúc là một triệu chứng phổ biến ở những bệnh nhân có một số tình trạng thần kinh.,UNOBSERVED,UNOBSERVED,,
kilometer,kilomet,n, The distance between the two hospitals is about 10 kilometers. , Khoảng cách giữa hai bệnh viện là khoảng 10 kilomet.,UNOBSERVED,UNOBSERVED,,
scoleciform,đầu sán,a," The scoleciform appearance of the parasite's anterior end, equipped with suckers and hooks, is characteristic of its adaptation for attachment to the host's intestinal wall. "," Hình dạng đầu sán của đầu trước ký sinh trùng, được trang bị các giác hút và móc, là đặc trưng cho sự thích nghi của nó để bám vào thành ruột của vật chủ.",UNOBSERVED,UNOBSERVED,,
